date,year,month,target_region,province_city,latitude,longitude,provider,rainfall_mm,temperature_mean_c,humidity_mean_pct,wind_speed_mean_kph,severity_proxy,source_url,notes
2022-07-01,2022,7,Region IV-A,Cavite,13.5278,121.5717,Open-Meteo,255.0,26.7,68,17.1,0.64,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-07-01,2022,7,Region IV-A,Laguna,14.2321,120.7566,Open-Meteo,244.7,26.3,70,31.0,0.52,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-07-01,2022,7,Region V,Albay,13.8728,120.6006,Open-Meteo,264.9,29.1,82,22.0,0.73,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-08-01,2022,8,Region IV-A,Batangas,13.7360,121.2853,Open-Meteo,398.5,25.1,76,31.5,0.81,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-08-01,2022,8,Region IV-A,Quezon,13.4125,121.2617,Open-Meteo,364.8,29.9,75,17.3,0.66,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-08-01,2022,8,MIMAROPA,Marinduque,13.6217,121.1092,Open-Meteo,299.6,25.8,87,28.3,0.59,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-08-01,2022,8,Region V,Camarines Norte,13.7722,120.6169,Open-Meteo,244.3,28.4,68,23.0,0.56,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-08-01,2022,8,Region V,Camarines Sur,14.0056,120.7472,Open-Meteo,440.0,27.8,87,17.1,0.83,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-08-01,2022,8,Region IV-A,Cavite,13.5797,120.6991,Open-Meteo,446.7,28.9,85,31.6,0.52,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-08-01,2022,8,Region IV-A,Laguna,13.5426,120.9468,Open-Meteo,435.7,26.3,86,30.6,0.69,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-08-01,2022,8,Region V,Albay,14.0226,121.4301,Open-Meteo,262.1,29.6,84,14.1,0.76,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-09-01,2022,9,Region IV-A,Batangas,13.4922,120.9579,Open-Meteo,395.5,27.5,81,26.0,0.53,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-09-01,2022,9,Region IV-A,Quezon,14.3823,121.2719,Open-Meteo,350.5,27.7,70,28.0,0.79,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-09-01,2022,9,MIMAROPA,Marinduque,14.1006,120.6816,Open-Meteo,301.4,27.5,86,29.1,0.5,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-09-01,2022,9,Region V,Camarines Norte,13.5326,120.7368,Open-Meteo,428.6,28.7,71,16.2,0.43,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-09-01,2022,9,Region V,Camarines Sur,13.8075,120.7381,Open-Meteo,413.7,26.1,68,31.1,0.79,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-09-01,2022,9,Region IV-A,Cavite,14.2349,120.7822,Open-Meteo,294.3,27.3,83,25.2,0.77,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-09-01,2022,9,Region IV-A,Laguna,13.5667,121.1212,Open-Meteo,299.2,26.0,69,16.1,0.72,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-09-01,2022,9,Region V,Albay,13.5471,120.9618,Open-Meteo,299.3,26.0,77,28.1,0.44,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-10-01,2022,10,Region IV-A,Batangas,14.3408,120.6382,Open-Meteo,370.4,29.0,76,28.9,0.7,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-10-01,2022,10,Region IV-A,Quezon,13.7166,121.1500,Open-Meteo,241.6,25.8,77,24.1,0.55,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-10-01,2022,10,MIMAROPA,Marinduque,14.1794,121.5152,Open-Meteo,353.6,25.1,74,24.3,0.76,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-10-01,2022,10,Region V,Camarines Norte,14.3695,121.0148,Open-Meteo,375.1,25.9,72,23.6,0.47,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-10-01,2022,10,Region V,Camarines Sur,13.8184,121.3421,Open-Meteo,336.5,30.3,76,20.8,0.48,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-10-01,2022,10,Region IV-A,Cavite,14.1577,120.8091,Open-Meteo,255.7,26.9,87,16.4,0.66,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-10-01,2022,10,Region IV-A,Laguna,13.6673,120.9978,Open-Meteo,465.1,27.1,83,24.1,0.81,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-10-01,2022,10,Region V,Albay,13.6140,121.3696,Open-Meteo,286.5,28.5,83,14.9,0.64,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-11-01,2022,11,Region IV-A,Batangas,14.3285,121.0613,Open-Meteo,289.0,27.3,81,29.1,0.46,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-11-01,2022,11,Region IV-A,Quezon,14.2996,120.6874,Open-Meteo,451.4,26.8,68,23.9,0.41,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-11-01,2022,11,MIMAROPA,Marinduque,14.0498,121.1335,Open-Meteo,378.7,28.6,81,24.8,0.62,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-11-01,2022,11,Region V,Camarines Norte,14.1953,121.3009,Open-Meteo,321.3,26.8,88,24.6,0.74,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-11-01,2022,11,Region V,Camarines Sur,13.6469,121.2793,Open-Meteo,245.6,26.9,88,26.7,0.72,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-11-01,2022,11,Region IV-A,Cavite,13.9998,121.2750,Open-Meteo,290.2,25.1,82,27.2,0.61,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-11-01,2022,11,Region IV-A,Laguna,13.6177,120.6733,Open-Meteo,437.9,28.8,76,16.8,0.65,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-11-01,2022,11,Region V,Albay,14.2517,120.8492,Open-Meteo,287.6,29.5,72,32.0,0.78,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-12-01,2022,12,Region IV-A,Batangas,14.2879,121.2897,Open-Meteo,56.8,28.2,81,8.9,0.07,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-12-01,2022,12,Region IV-A,Quezon,13.8222,121.5885,Open-Meteo,40.2,25.2,85,12.8,0.26,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-12-01,2022,12,MIMAROPA,Marinduque,13.6878,120.6618,Open-Meteo,34.7,28.7,85,13.0,0.28,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-12-01,2022,12,Region V,Camarines Norte,13.4647,120.6647,Open-Meteo,53.2,26.9,75,13.6,0.29,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-12-01,2022,12,Region V,Camarines Sur,13.7535,121.2062,Open-Meteo,36.4,25.3,70,13.6,0.06,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-12-01,2022,12,Region IV-A,Cavite,13.9727,120.9387,Open-Meteo,61.2,28.2,71,10.8,0.13,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-12-01,2022,12,Region IV-A,Laguna,14.0220,120.7052,Open-Meteo,55.8,28.4,77,6.1,0.03,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2022-12-01,2022,12,Region V,Albay,14.3650,121.5345,Open-Meteo,86.1,27.6,81,11.1,0.02,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-01-01,2023,1,Region IV-A,Batangas,14.1345,121.2489,Open-Meteo,53.5,30.0,84,14.0,0.3,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-01-01,2023,1,Region IV-A,Quezon,13.6229,120.8961,Open-Meteo,30.6,26.0,73,6.5,0.1,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-01-01,2023,1,MIMAROPA,Marinduque,13.7969,121.4872,Open-Meteo,86.0,25.5,79,13.7,0.29,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-01-01,2023,1,Region V,Camarines Norte,13.9764,120.6155,Open-Meteo,49.5,29.3,70,10.9,0.07,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-01-01,2023,1,Region V,Camarines Sur,14.3159,121.1514,Open-Meteo,82.8,29.0,87,8.6,0.06,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-01-01,2023,1,Region IV-A,Cavite,13.4819,121.4626,Open-Meteo,84.3,25.7,77,10.3,0.0,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-01-01,2023,1,Region IV-A,Laguna,14.0986,120.8289,Open-Meteo,84.3,30.0,68,12.0,0.19,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-01-01,2023,1,Region V,Albay,13.6037,121.3620,Open-Meteo,26.5,27.6,80,12.4,0.17,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-02-01,2023,2,Region IV-A,Batangas,13.6568,121.1233,Open-Meteo,67.0,30.3,70,9.2,0.31,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-02-01,2023,2,Region IV-A,Quezon,13.5246,120.8291,Open-Meteo,87.4,28.8,77,6.9,0.06,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-02-01,2023,2,MIMAROPA,Marinduque,13.4959,121.5080,Open-Meteo,43.2,28.4,79,5.0,0.24,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-02-01,2023,2,Region V,Camarines Norte,13.9522,120.9432,Open-Meteo,46.2,27.3,70,12.0,0.14,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-02-01,2023,2,Region V,Camarines Sur,13.6588,120.9098,Open-Meteo,55.6,28.0,82,9.7,0.28,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-02-01,2023,2,Region IV-A,Cavite,13.4250,121.2375,Open-Meteo,73.2,25.5,79,9.2,0.17,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-02-01,2023,2,Region IV-A,Laguna,13.7548,121.1267,Open-Meteo,73.8,29.0,87,4.5,0.31,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-02-01,2023,2,Region V,Albay,14.3420,121.1646,Open-Meteo,61.7,30.1,84,10.2,0.3,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-03-01,2023,3,Region IV-A,Batangas,13.4493,120.6416,Open-Meteo,91.5,26.2,78,5.2,0.23,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-03-01,2023,3,Region IV-A,Quezon,13.7581,121.1742,Open-Meteo,63.8,25.6,83,10.5,0.3,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-03-01,2023,3,MIMAROPA,Marinduque,14.3440,120.7505,Open-Meteo,50.4,26.4,72,9.3,0.19,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-03-01,2023,3,Region V,Camarines Norte,14.1054,121.3377,Open-Meteo,88.7,29.4,82,11.0,0.33,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-03-01,2023,3,Region V,Camarines Sur,14.0590,120.7049,Open-Meteo,66.1,30.4,78,8.5,0.13,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-03-01,2023,3,Region IV-A,Cavite,14.2966,120.9122,Open-Meteo,32.4,26.5,82,9.8,0.34,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-03-01,2023,3,Region IV-A,Laguna,13.5097,121.2303,Open-Meteo,48.7,27.9,74,7.3,0.14,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-03-01,2023,3,Region V,Albay,14.0933,121.2770,Open-Meteo,36.8,27.6,86,12.9,0.11,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-04-01,2023,4,Region IV-A,Batangas,13.6589,120.7572,Open-Meteo,46.7,29.0,72,8.5,0.31,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-04-01,2023,4,Region IV-A,Quezon,13.4769,120.8329,Open-Meteo,55.5,29.2,69,5.6,0.29,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-04-01,2023,4,MIMAROPA,Marinduque,13.4668,120.8599,Open-Meteo,88.8,29.8,77,6.2,0.16,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-04-01,2023,4,Region V,Camarines Norte,14.0484,120.9455,Open-Meteo,32.7,29.0,80,11.5,0.04,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-04-01,2023,4,Region V,Camarines Sur,14.1980,120.7382,Open-Meteo,46.7,25.9,81,12.9,0.19,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-04-01,2023,4,Region IV-A,Cavite,13.9737,120.7480,Open-Meteo,40.4,30.2,73,5.6,0.14,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-04-01,2023,4,Region IV-A,Laguna,13.8707,120.7546,Open-Meteo,63.5,26.5,68,14.0,0.14,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-04-01,2023,4,Region V,Albay,14.2949,121.1343,Open-Meteo,81.5,25.4,81,7.9,0.32,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-05-01,2023,5,Region IV-A,Batangas,14.1964,121.2471,Open-Meteo,78.2,26.2,76,9.8,0.15,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-05-01,2023,5,Region IV-A,Quezon,13.9160,121.3045,Open-Meteo,28.7,29.4,72,14.4,0.24,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-05-01,2023,5,MIMAROPA,Marinduque,14.1990,121.0112,Open-Meteo,54.3,27.3,75,11.7,0.23,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-05-01,2023,5,Region V,Camarines Norte,13.8952,121.4742,Open-Meteo,28.6,30.0,70,9.9,0.02,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-05-01,2023,5,Region V,Camarines Sur,13.9595,120.6464,Open-Meteo,61.3,29.4,71,7.6,0.14,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-05-01,2023,5,Region IV-A,Cavite,14.1115,121.0804,Open-Meteo,71.9,29.9,78,9.4,0.3,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-05-01,2023,5,Region IV-A,Laguna,13.8752,121.4440,Open-Meteo,23.9,26.6,75,7.0,0.12,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-05-01,2023,5,Region V,Albay,14.1114,121.4071,Open-Meteo,38.5,29.3,69,5.5,0.09,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-06-01,2023,6,Region IV-A,Batangas,13.8477,121.5046,Open-Meteo,342.3,27.8,78,27.4,0.48,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-06-01,2023,6,Region IV-A,Quezon,14.2823,120.9575,Open-Meteo,255.0,29.2,80,28.1,0.77,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-06-01,2023,6,MIMAROPA,Marinduque,13.6325,121.2739,Open-Meteo,321.7,29.7,80,26.9,0.65,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-06-01,2023,6,Region V,Camarines Norte,13.7519,121.1843,Open-Meteo,371.2,26.6,77,28.1,0.59,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-06-01,2023,6,Region V,Camarines Sur,13.7287,121.0879,Open-Meteo,417.3,26.0,78,32.8,0.47,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-06-01,2023,6,Region IV-A,Cavite,13.4003,121.4894,Open-Meteo,383.2,27.2,85,16.2,0.66,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-06-01,2023,6,Region IV-A,Laguna,14.1406,120.9751,Open-Meteo,264.7,25.4,83,29.3,0.8,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-06-01,2023,6,Region V,Albay,14.3882,121.5734,Open-Meteo,262.8,26.6,86,14.1,0.47,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-07-01,2023,7,Region IV-A,Batangas,13.9843,121.5543,Open-Meteo,296.0,25.5,83,14.2,0.78,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-07-01,2023,7,Region IV-A,Quezon,13.9778,121.0972,Open-Meteo,442.9,29.6,73,31.4,0.84,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-07-01,2023,7,MIMAROPA,Marinduque,13.7798,120.9040,Open-Meteo,375.2,30.0,82,30.1,0.68,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-07-01,2023,7,Region V,Camarines Norte,14.2929,121.3353,Open-Meteo,392.6,28.0,68,20.6,0.55,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-07-01,2023,7,Region V,Camarines Sur,13.9687,121.3453,Open-Meteo,401.6,25.4,87,23.1,0.69,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-07-01,2023,7,Region IV-A,Cavite,13.5978,120.8730,Open-Meteo,370.4,27.2,87,26.6,0.5,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-07-01,2023,7,Region IV-A,Laguna,13.6785,121.1963,Open-Meteo,435.4,26.0,72,26.8,0.62,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-07-01,2023,7,Region V,Albay,13.6817,120.8826,Open-Meteo,242.0,26.2,73,16.9,0.57,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-08-01,2023,8,Region IV-A,Batangas,14.3169,121.1867,Open-Meteo,270.9,29.6,80,16.0,0.77,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-08-01,2023,8,Region IV-A,Quezon,13.9098,120.6181,Open-Meteo,274.0,26.0,78,26.5,0.69,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-08-01,2023,8,MIMAROPA,Marinduque,13.8548,120.7410,Open-Meteo,277.8,25.7,75,23.6,0.51,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-08-01,2023,8,Region V,Camarines Norte,13.8483,121.5426,Open-Meteo,323.6,26.1,73,24.3,0.6,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-08-01,2023,8,Region V,Camarines Sur,13.8806,121.1207,Open-Meteo,342.0,25.3,77,19.7,0.46,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-08-01,2023,8,Region IV-A,Cavite,13.4398,121.1850,Open-Meteo,257.4,29.2,74,19.4,0.45,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-08-01,2023,8,Region IV-A,Laguna,13.7657,121.0071,Open-Meteo,323.8,25.8,75,26.4,0.46,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-08-01,2023,8,Region V,Albay,13.9134,121.0877,Open-Meteo,328.1,26.7,79,29.9,0.62,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-09-01,2023,9,Region IV-A,Batangas,13.7021,121.5842,Open-Meteo,286.7,28.5,78,28.0,0.57,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-09-01,2023,9,Region IV-A,Quezon,13.5872,120.8799,Open-Meteo,359.4,27.1,78,15.4,0.68,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-09-01,2023,9,MIMAROPA,Marinduque,14.0704,121.4597,Open-Meteo,382.9,28.3,70,28.4,0.61,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-09-01,2023,9,Region V,Camarines Norte,13.5501,120.6258,Open-Meteo,296.5,27.3,71,26.4,0.62,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-09-01,2023,9,Region V,Camarines Sur,13.4047,120.7553,Open-Meteo,355.5,29.8,80,18.9,0.74,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-09-01,2023,9,Region IV-A,Cavite,13.5640,121.1523,Open-Meteo,277.8,28.7,81,30.6,0.74,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-09-01,2023,9,Region IV-A,Laguna,13.9383,120.8706,Open-Meteo,413.7,26.3,79,24.0,0.45,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-09-01,2023,9,Region V,Albay,13.9080,120.7098,Open-Meteo,452.3,29.8,84,21.9,0.81,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-10-01,2023,10,Region IV-A,Batangas,14.0953,121.3219,Open-Meteo,343.2,30.5,75,24.4,0.61,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-10-01,2023,10,Region IV-A,Quezon,13.8186,121.0098,Open-Meteo,447.0,30.0,70,29.5,0.82,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-10-01,2023,10,MIMAROPA,Marinduque,14.2722,121.3205,Open-Meteo,280.3,27.4,88,29.3,0.68,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-10-01,2023,10,Region V,Camarines Norte,13.4482,121.3794,Open-Meteo,279.5,26.0,68,27.9,0.42,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-10-01,2023,10,Region V,Camarines Sur,14.0420,121.5817,Open-Meteo,470.4,26.8,69,31.0,0.54,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-10-01,2023,10,Region IV-A,Cavite,13.7705,121.1054,Open-Meteo,444.2,27.5,82,30.5,0.41,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-10-01,2023,10,Region IV-A,Laguna,13.8368,121.3244,Open-Meteo,263.6,29.8,80,23.7,0.74,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-10-01,2023,10,Region V,Albay,14.1459,121.1300,Open-Meteo,462.8,29.0,84,19.1,0.62,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-11-01,2023,11,Region IV-A,Batangas,13.8423,120.9302,Open-Meteo,432.9,28.7,77,30.4,0.63,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-11-01,2023,11,Region IV-A,Quezon,14.3620,120.6682,Open-Meteo,315.5,27.4,79,29.6,0.44,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-11-01,2023,11,MIMAROPA,Marinduque,13.4578,121.1242,Open-Meteo,391.4,25.4,76,19.7,0.79,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-11-01,2023,11,Region V,Camarines Norte,13.7840,121.3946,Open-Meteo,312.8,29.2,76,31.4,0.72,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-11-01,2023,11,Region V,Camarines Sur,14.2256,121.4434,Open-Meteo,279.1,30.0,68,28.0,0.83,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-11-01,2023,11,Region IV-A,Cavite,14.0090,121.4822,Open-Meteo,407.7,26.9,74,29.4,0.63,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-11-01,2023,11,Region IV-A,Laguna,14.2645,121.0351,Open-Meteo,361.1,26.0,75,18.7,0.62,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-11-01,2023,11,Region V,Albay,13.7897,120.9398,Open-Meteo,413.8,27.1,70,17.8,0.85,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-12-01,2023,12,Region IV-A,Batangas,13.4683,121.4225,Open-Meteo,34.6,28.5,72,7.2,0.04,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-12-01,2023,12,Region IV-A,Quezon,13.5508,120.7004,Open-Meteo,94.1,27.9,70,10.6,0.34,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-12-01,2023,12,MIMAROPA,Marinduque,13.6116,120.7323,Open-Meteo,79.1,25.8,82,9.0,0.14,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-12-01,2023,12,Region V,Camarines Norte,14.3594,121.1061,Open-Meteo,20.4,29.9,82,12.9,0.0,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-12-01,2023,12,Region V,Camarines Sur,13.8324,120.6059,Open-Meteo,40.3,28.6,71,7.5,0.22,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-12-01,2023,12,Region IV-A,Cavite,13.5855,120.9514,Open-Meteo,23.0,27.0,71,11.7,0.02,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-12-01,2023,12,Region IV-A,Laguna,13.9859,121.4294,Open-Meteo,65.6,30.2,84,13.4,0.25,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2023-12-01,2023,12,Region V,Albay,13.7234,121.3127,Open-Meteo,93.3,29.6,81,6.4,0.11,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-01-01,2024,1,Region IV-A,Batangas,14.1188,120.6968,Open-Meteo,23.4,27.7,68,5.2,0.25,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-01-01,2024,1,Region IV-A,Quezon,14.3967,121.1371,Open-Meteo,70.2,25.3,69,13.9,0.32,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-01-01,2024,1,MIMAROPA,Marinduque,13.5477,121.3457,Open-Meteo,36.1,25.5,72,9.4,0.02,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-01-01,2024,1,Region V,Camarines Norte,14.1485,121.0114,Open-Meteo,47.0,30.4,77,10.3,0.03,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-01-01,2024,1,Region V,Camarines Sur,14.2814,121.5139,Open-Meteo,62.1,26.6,87,8.0,0.25,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-01-01,2024,1,Region IV-A,Cavite,13.5519,121.3034,Open-Meteo,52.7,25.0,78,13.2,0.09,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-01-01,2024,1,Region IV-A,Laguna,14.2917,120.9824,Open-Meteo,56.7,25.3,86,7.1,0.08,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-01-01,2024,1,Region V,Albay,13.6793,121.3569,Open-Meteo,36.7,28.6,75,9.4,0.34,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-02-01,2024,2,Region IV-A,Batangas,13.7505,121.0265,Open-Meteo,18.4,30.5,73,9.3,0.24,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-02-01,2024,2,Region IV-A,Quezon,13.4042,120.7738,Open-Meteo,20.6,27.0,71,5.1,0.09,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2024-02-01,2024,2,MIMAROPA,Marinduque,14.3490,120.6458,Open-Meteo,22.1,27.7,85,6.3,0.12,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
