date,year,month,region,province_city,disease_name,case_count,death_count,population,disease_intensity_indicator,source,source_file,notes
2022-03-01,2022,3,Region IV-A,Quezon,Leptospirosis,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region IV-A,Quezon,Influenza,19,0,1000000,0.19,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,MIMAROPA,Marinduque,Dengue,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,MIMAROPA,Marinduque,Leptospirosis,41,0,1000000,0.41,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,MIMAROPA,Marinduque,Influenza,20,0,1000000,0.2,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region V,Camarines Norte,Dengue,28,0,1000000,0.28,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region V,Camarines Norte,Leptospirosis,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region V,Camarines Norte,Influenza,15,0,1000000,0.15,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region V,Camarines Sur,Dengue,35,0,1000000,0.35,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region V,Camarines Sur,Leptospirosis,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region V,Camarines Sur,Influenza,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region IV-A,Cavite,Dengue,37,0,1000000,0.37,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region IV-A,Cavite,Leptospirosis,37,0,1000000,0.37,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region IV-A,Cavite,Influenza,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region IV-A,Laguna,Dengue,15,0,1000000,0.15,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region IV-A,Laguna,Leptospirosis,35,0,1000000,0.35,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region IV-A,Laguna,Influenza,37,0,1000000,0.37,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region V,Albay,Dengue,28,0,1000000,0.28,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region V,Albay,Leptospirosis,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-03-01,2022,3,Region V,Albay,Influenza,50,0,1000000,0.5,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Batangas,Dengue,26,0,1000000,0.26,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Batangas,Leptospirosis,48,0,1000000,0.48,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Batangas,Influenza,31,0,1000000,0.31,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Quezon,Dengue,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Quezon,Leptospirosis,22,0,1000000,0.22,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Quezon,Influenza,42,0,1000000,0.42,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,MIMAROPA,Marinduque,Dengue,32,0,1000000,0.32,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,MIMAROPA,Marinduque,Leptospirosis,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,MIMAROPA,Marinduque,Influenza,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region V,Camarines Norte,Dengue,48,0,1000000,0.48,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region V,Camarines Norte,Leptospirosis,16,0,1000000,0.16,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region V,Camarines Norte,Influenza,17,0,1000000,0.17,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region V,Camarines Sur,Dengue,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region V,Camarines Sur,Leptospirosis,47,0,1000000,0.47,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region V,Camarines Sur,Influenza,20,0,1000000,0.2,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Cavite,Dengue,43,0,1000000,0.43,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Cavite,Leptospirosis,48,0,1000000,0.48,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Cavite,Influenza,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Laguna,Dengue,15,0,1000000,0.15,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Laguna,Leptospirosis,42,0,1000000,0.42,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region IV-A,Laguna,Influenza,27,0,1000000,0.27,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region V,Albay,Dengue,27,0,1000000,0.27,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region V,Albay,Leptospirosis,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-04-01,2022,4,Region V,Albay,Influenza,26,0,1000000,0.26,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Batangas,Dengue,25,0,1000000,0.25,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Batangas,Leptospirosis,31,0,1000000,0.31,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Batangas,Influenza,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Quezon,Dengue,22,0,1000000,0.22,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Quezon,Leptospirosis,34,0,1000000,0.34,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Quezon,Influenza,16,0,1000000,0.16,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,MIMAROPA,Marinduque,Dengue,15,0,1000000,0.15,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,MIMAROPA,Marinduque,Leptospirosis,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,MIMAROPA,Marinduque,Influenza,42,0,1000000,0.42,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region V,Camarines Norte,Dengue,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region V,Camarines Norte,Leptospirosis,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region V,Camarines Norte,Influenza,50,0,1000000,0.5,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region V,Camarines Sur,Dengue,21,0,1000000,0.21,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region V,Camarines Sur,Leptospirosis,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region V,Camarines Sur,Influenza,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Cavite,Dengue,21,0,1000000,0.21,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Cavite,Leptospirosis,45,0,1000000,0.45,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Cavite,Influenza,43,0,1000000,0.43,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Laguna,Dengue,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Laguna,Leptospirosis,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region IV-A,Laguna,Influenza,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region V,Albay,Dengue,40,0,1000000,0.4,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region V,Albay,Leptospirosis,48,0,1000000,0.48,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-05-01,2022,5,Region V,Albay,Influenza,41,0,1000000,0.41,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Batangas,Dengue,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Batangas,Leptospirosis,14,0,1000000,0.14,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Batangas,Influenza,41,0,1000000,0.41,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Quezon,Dengue,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Quezon,Leptospirosis,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Quezon,Influenza,20,0,1000000,0.2,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,MIMAROPA,Marinduque,Dengue,41,0,1000000,0.41,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,MIMAROPA,Marinduque,Leptospirosis,35,0,1000000,0.35,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,MIMAROPA,Marinduque,Influenza,48,0,1000000,0.48,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region V,Camarines Norte,Dengue,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region V,Camarines Norte,Leptospirosis,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region V,Camarines Norte,Influenza,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region V,Camarines Sur,Dengue,26,0,1000000,0.26,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region V,Camarines Sur,Leptospirosis,47,0,1000000,0.47,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region V,Camarines Sur,Influenza,48,0,1000000,0.48,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Cavite,Dengue,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Cavite,Leptospirosis,19,0,1000000,0.19,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Cavite,Influenza,21,0,1000000,0.21,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Laguna,Dengue,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Laguna,Leptospirosis,47,0,1000000,0.47,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region IV-A,Laguna,Influenza,28,0,1000000,0.28,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region V,Albay,Dengue,42,0,1000000,0.42,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region V,Albay,Leptospirosis,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-06-01,2022,6,Region V,Albay,Influenza,33,0,1000000,0.33,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Batangas,Dengue,227,0,1000000,2.27,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Batangas,Leptospirosis,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Batangas,Influenza,31,0,1000000,0.31,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Quezon,Dengue,298,5,1000000,2.98,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Quezon,Leptospirosis,27,0,1000000,0.27,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Quezon,Influenza,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,MIMAROPA,Marinduque,Dengue,172,2,1000000,1.72,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,MIMAROPA,Marinduque,Leptospirosis,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,MIMAROPA,Marinduque,Influenza,35,0,1000000,0.35,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region V,Camarines Norte,Dengue,254,0,1000000,2.54,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region V,Camarines Norte,Leptospirosis,27,0,1000000,0.27,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region V,Camarines Norte,Influenza,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region V,Camarines Sur,Dengue,200,0,1000000,2.0,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region V,Camarines Sur,Leptospirosis,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region V,Camarines Sur,Influenza,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Cavite,Dengue,199,1,1000000,1.99,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Cavite,Leptospirosis,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Cavite,Influenza,22,0,1000000,0.22,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Laguna,Dengue,342,5,1000000,3.42,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Laguna,Leptospirosis,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region IV-A,Laguna,Influenza,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region V,Albay,Dengue,290,3,1000000,2.9,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region V,Albay,Leptospirosis,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-07-01,2022,7,Region V,Albay,Influenza,33,0,1000000,0.33,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Batangas,Dengue,346,2,1000000,3.46,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Batangas,Leptospirosis,85,1,1000000,0.85,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Batangas,Influenza,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Quezon,Dengue,181,0,1000000,1.81,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Quezon,Leptospirosis,106,1,1000000,1.06,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Quezon,Influenza,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,MIMAROPA,Marinduque,Dengue,157,2,1000000,1.57,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,MIMAROPA,Marinduque,Leptospirosis,53,0,1000000,0.53,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,MIMAROPA,Marinduque,Influenza,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region V,Camarines Norte,Dengue,164,1,1000000,1.64,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region V,Camarines Norte,Leptospirosis,104,0,1000000,1.04,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region V,Camarines Norte,Influenza,22,0,1000000,0.22,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region V,Camarines Sur,Dengue,327,1,1000000,3.27,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region V,Camarines Sur,Leptospirosis,141,2,1000000,1.41,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region V,Camarines Sur,Influenza,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Cavite,Dengue,341,4,1000000,3.41,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Cavite,Leptospirosis,55,0,1000000,0.55,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Cavite,Influenza,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Laguna,Dengue,273,1,1000000,2.73,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Laguna,Leptospirosis,126,1,1000000,1.26,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region IV-A,Laguna,Influenza,19,0,1000000,0.19,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region V,Albay,Dengue,320,5,1000000,3.2,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region V,Albay,Leptospirosis,65,1,1000000,0.65,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-08-01,2022,8,Region V,Albay,Influenza,36,0,1000000,0.36,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Batangas,Dengue,264,2,1000000,2.64,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Batangas,Leptospirosis,82,1,1000000,0.82,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Batangas,Influenza,32,0,1000000,0.32,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Quezon,Dengue,157,1,1000000,1.57,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Quezon,Leptospirosis,58,0,1000000,0.58,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Quezon,Influenza,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,MIMAROPA,Marinduque,Dengue,179,3,1000000,1.79,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,MIMAROPA,Marinduque,Leptospirosis,66,0,1000000,0.66,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,MIMAROPA,Marinduque,Influenza,20,0,1000000,0.2,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region V,Camarines Norte,Dengue,334,2,1000000,3.34,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region V,Camarines Norte,Leptospirosis,73,0,1000000,0.73,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region V,Camarines Norte,Influenza,28,0,1000000,0.28,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region V,Camarines Sur,Dengue,212,3,1000000,2.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region V,Camarines Sur,Leptospirosis,63,0,1000000,0.63,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region V,Camarines Sur,Influenza,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Cavite,Dengue,338,4,1000000,3.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Cavite,Leptospirosis,128,2,1000000,1.28,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Cavite,Influenza,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Laguna,Dengue,292,3,1000000,2.92,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Laguna,Leptospirosis,57,0,1000000,0.57,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region IV-A,Laguna,Influenza,39,0,1000000,0.39,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region V,Albay,Dengue,163,2,1000000,1.63,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region V,Albay,Leptospirosis,97,0,1000000,0.97,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-09-01,2022,9,Region V,Albay,Influenza,26,0,1000000,0.26,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Batangas,Dengue,160,0,1000000,1.6,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Batangas,Leptospirosis,140,0,1000000,1.4,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Batangas,Influenza,22,0,1000000,0.22,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Quezon,Dengue,187,0,1000000,1.87,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Quezon,Leptospirosis,122,2,1000000,1.22,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Quezon,Influenza,33,0,1000000,0.33,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,MIMAROPA,Marinduque,Dengue,228,0,1000000,2.28,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,MIMAROPA,Marinduque,Leptospirosis,114,2,1000000,1.14,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,MIMAROPA,Marinduque,Influenza,31,0,1000000,0.31,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region V,Camarines Norte,Dengue,345,1,1000000,3.45,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region V,Camarines Norte,Leptospirosis,58,0,1000000,0.58,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region V,Camarines Norte,Influenza,21,0,1000000,0.21,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region V,Camarines Sur,Dengue,333,2,1000000,3.33,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region V,Camarines Sur,Leptospirosis,134,1,1000000,1.34,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region V,Camarines Sur,Influenza,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Cavite,Dengue,291,4,1000000,2.91,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Cavite,Leptospirosis,145,1,1000000,1.45,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Cavite,Influenza,36,0,1000000,0.36,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Laguna,Dengue,232,0,1000000,2.32,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2022-10-01,2022,10,Region IV-A,Laguna,Leptospirosis,95,0,1000000,0.95,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
