date,year,month,region,province_city,station_name,rainfall_mm,temperature_mean_c,humidity_mean_pct,wind_speed_mean_kph,weather_indicator,source,source_file,notes
2022-07-01,2022,7,Region V,Albay,Albay Synoptic Station,275.8,30.3,86,25.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-08-01,2022,8,Region IV-A,Batangas,Batangas Synoptic Station,333.3,29.6,70,23.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-08-01,2022,8,Region IV-A,Quezon,Quezon Synoptic Station,431.0,26.1,87,26.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-08-01,2022,8,MIMAROPA,Marinduque,Marinduque Synoptic Station,359.6,28.3,79,18.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-08-01,2022,8,Region V,Camarines Norte,Camarines Norte Synoptic Station,316.7,26.9,89,24.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-08-01,2022,8,Region V,Camarines Sur,Camarines Sur Synoptic Station,357.0,27.2,90,32.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-08-01,2022,8,Region IV-A,Cavite,Cavite Synoptic Station,284.8,29.0,79,20.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-08-01,2022,8,Region IV-A,Laguna,Laguna Synoptic Station,484.7,25.7,72,26.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-08-01,2022,8,Region V,Albay,Albay Synoptic Station,317.1,27.4,76,26.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-09-01,2022,9,Region IV-A,Batangas,Batangas Synoptic Station,342.8,27.2,89,30.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-09-01,2022,9,Region IV-A,Quezon,Quezon Synoptic Station,346.6,26.6,85,33.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-09-01,2022,9,MIMAROPA,Marinduque,Marinduque Synoptic Station,282.9,28.3,86,16.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-09-01,2022,9,Region V,Camarines Norte,Camarines Norte Synoptic Station,358.6,29.4,88,18.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-09-01,2022,9,Region V,Camarines Sur,Camarines Sur Synoptic Station,288.2,27.0,74,16.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-09-01,2022,9,Region IV-A,Cavite,Cavite Synoptic Station,282.6,26.2,71,26.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-09-01,2022,9,Region IV-A,Laguna,Laguna Synoptic Station,364.3,27.9,89,30.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-09-01,2022,9,Region V,Albay,Albay Synoptic Station,477.6,28.3,74,19.5,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-10-01,2022,10,Region IV-A,Batangas,Batangas Synoptic Station,304.5,28.2,81,17.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-10-01,2022,10,Region IV-A,Quezon,Quezon Synoptic Station,496.1,30.6,89,23.7,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-10-01,2022,10,MIMAROPA,Marinduque,Marinduque Synoptic Station,344.8,25.8,70,23.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-10-01,2022,10,Region V,Camarines Norte,Camarines Norte Synoptic Station,328.8,29.4,86,17.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-10-01,2022,10,Region V,Camarines Sur,Camarines Sur Synoptic Station,251.4,27.7,89,20.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-10-01,2022,10,Region IV-A,Cavite,Cavite Synoptic Station,352.5,26.0,79,26.5,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-10-01,2022,10,Region IV-A,Laguna,Laguna Synoptic Station,335.3,28.2,90,16.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-10-01,2022,10,Region V,Albay,Albay Synoptic Station,494.2,28.2,87,29.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-11-01,2022,11,Region IV-A,Batangas,Batangas Synoptic Station,289.4,27.7,77,20.5,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-11-01,2022,11,Region IV-A,Quezon,Quezon Synoptic Station,476.0,30.9,84,19.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-11-01,2022,11,MIMAROPA,Marinduque,Marinduque Synoptic Station,408.1,29.8,77,17.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-11-01,2022,11,Region V,Camarines Norte,Camarines Norte Synoptic Station,325.2,28.7,74,18.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-11-01,2022,11,Region V,Camarines Sur,Camarines Sur Synoptic Station,375.7,27.6,87,26.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-11-01,2022,11,Region IV-A,Cavite,Cavite Synoptic Station,461.9,30.9,71,24.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-11-01,2022,11,Region IV-A,Laguna,Laguna Synoptic Station,469.5,27.0,79,24.5,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-11-01,2022,11,Region V,Albay,Albay Synoptic Station,334.7,25.9,89,17.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-12-01,2022,12,Region IV-A,Batangas,Batangas Synoptic Station,38.0,27.6,72,8.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-12-01,2022,12,Region IV-A,Quezon,Quezon Synoptic Station,26.2,25.9,70,9.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-12-01,2022,12,MIMAROPA,Marinduque,Marinduque Synoptic Station,44.4,29.6,87,8.6,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-12-01,2022,12,Region V,Camarines Norte,Camarines Norte Synoptic Station,85.2,29.7,71,14.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-12-01,2022,12,Region V,Camarines Sur,Camarines Sur Synoptic Station,83.9,27.5,73,11.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-12-01,2022,12,Region IV-A,Cavite,Cavite Synoptic Station,28.4,27.0,86,5.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-12-01,2022,12,Region IV-A,Laguna,Laguna Synoptic Station,92.2,26.8,77,11.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-12-01,2022,12,Region V,Albay,Albay Synoptic Station,94.4,29.1,88,11.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-01-01,2023,1,Region IV-A,Batangas,Batangas Synoptic Station,71.9,29.7,78,9.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-01-01,2023,1,Region IV-A,Quezon,Quezon Synoptic Station,65.8,27.7,72,10.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-01-01,2023,1,MIMAROPA,Marinduque,Marinduque Synoptic Station,59.1,28.3,85,6.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-01-01,2023,1,Region V,Camarines Norte,Camarines Norte Synoptic Station,75.6,27.4,85,6.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-01-01,2023,1,Region V,Camarines Sur,Camarines Sur Synoptic Station,25.9,27.2,77,10.6,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-01-01,2023,1,Region IV-A,Cavite,Cavite Synoptic Station,67.9,29.8,82,11.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-01-01,2023,1,Region IV-A,Laguna,Laguna Synoptic Station,26.8,29.0,79,10.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-01-01,2023,1,Region V,Albay,Albay Synoptic Station,40.0,28.9,76,8.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-02-01,2023,2,Region IV-A,Batangas,Batangas Synoptic Station,76.5,27.7,78,14.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-02-01,2023,2,Region IV-A,Quezon,Quezon Synoptic Station,96.0,30.5,77,8.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-02-01,2023,2,MIMAROPA,Marinduque,Marinduque Synoptic Station,92.4,26.3,76,13.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-02-01,2023,2,Region V,Camarines Norte,Camarines Norte Synoptic Station,20.8,25.7,79,11.7,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-02-01,2023,2,Region V,Camarines Sur,Camarines Sur Synoptic Station,57.9,28.5,81,11.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-02-01,2023,2,Region IV-A,Cavite,Cavite Synoptic Station,70.7,27.3,90,7.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-02-01,2023,2,Region IV-A,Laguna,Laguna Synoptic Station,57.4,25.8,75,7.6,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-02-01,2023,2,Region V,Albay,Albay Synoptic Station,28.9,28.1,76,10.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-03-01,2023,3,Region IV-A,Batangas,Batangas Synoptic Station,78.1,30.7,90,8.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-03-01,2023,3,Region IV-A,Quezon,Quezon Synoptic Station,75.9,26.0,75,14.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-03-01,2023,3,MIMAROPA,Marinduque,Marinduque Synoptic Station,56.7,29.3,77,14.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-03-01,2023,3,Region V,Camarines Norte,Camarines Norte Synoptic Station,92.4,30.9,77,13.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-03-01,2023,3,Region V,Camarines Sur,Camarines Sur Synoptic Station,67.8,26.2,78,9.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-03-01,2023,3,Region IV-A,Cavite,Cavite Synoptic Station,91.3,29.4,73,8.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-03-01,2023,3,Region IV-A,Laguna,Laguna Synoptic Station,51.3,29.8,71,6.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-03-01,2023,3,Region V,Albay,Albay Synoptic Station,67.7,28.0,85,14.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-04-01,2023,4,Region IV-A,Batangas,Batangas Synoptic Station,25.4,30.5,89,7.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-04-01,2023,4,Region IV-A,Quezon,Quezon Synoptic Station,40.8,30.3,87,9.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-04-01,2023,4,MIMAROPA,Marinduque,Marinduque Synoptic Station,45.9,27.0,84,9.7,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-04-01,2023,4,Region V,Camarines Norte,Camarines Norte Synoptic Station,99.4,27.7,85,13.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-04-01,2023,4,Region V,Camarines Sur,Camarines Sur Synoptic Station,60.3,26.9,80,13.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-04-01,2023,4,Region IV-A,Cavite,Cavite Synoptic Station,55.0,30.3,70,10.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-04-01,2023,4,Region IV-A,Laguna,Laguna Synoptic Station,57.0,29.8,89,9.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-04-01,2023,4,Region V,Albay,Albay Synoptic Station,38.6,29.4,80,5.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-05-01,2023,5,Region IV-A,Batangas,Batangas Synoptic Station,56.5,26.9,89,8.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-05-01,2023,5,Region IV-A,Quezon,Quezon Synoptic Station,43.6,26.1,70,11.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-05-01,2023,5,MIMAROPA,Marinduque,Marinduque Synoptic Station,68.7,30.2,89,7.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-05-01,2023,5,Region V,Camarines Norte,Camarines Norte Synoptic Station,54.8,30.0,72,6.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-05-01,2023,5,Region V,Camarines Sur,Camarines Sur Synoptic Station,57.9,28.9,76,10.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-05-01,2023,5,Region IV-A,Cavite,Cavite Synoptic Station,58.3,25.9,83,7.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-05-01,2023,5,Region IV-A,Laguna,Laguna Synoptic Station,87.8,30.1,86,11.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-05-01,2023,5,Region V,Albay,Albay Synoptic Station,75.2,29.9,79,5.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-06-01,2023,6,Region IV-A,Batangas,Batangas Synoptic Station,486.2,26.5,70,22.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-06-01,2023,6,Region IV-A,Quezon,Quezon Synoptic Station,385.3,26.5,78,29.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-06-01,2023,6,MIMAROPA,Marinduque,Marinduque Synoptic Station,260.3,26.2,79,20.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-06-01,2023,6,Region V,Camarines Norte,Camarines Norte Synoptic Station,402.6,30.6,85,23.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-06-01,2023,6,Region V,Camarines Sur,Camarines Sur Synoptic Station,441.3,28.5,72,22.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-06-01,2023,6,Region IV-A,Cavite,Cavite Synoptic Station,489.4,27.9,74,21.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-06-01,2023,6,Region IV-A,Laguna,Laguna Synoptic Station,289.2,25.7,86,15.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-06-01,2023,6,Region V,Albay,Albay Synoptic Station,351.2,28.0,83,17.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-07-01,2023,7,Region IV-A,Batangas,Batangas Synoptic Station,465.7,26.0,81,17.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-07-01,2023,7,Region IV-A,Quezon,Quezon Synoptic Station,337.7,29.3,84,15.7,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-07-01,2023,7,MIMAROPA,Marinduque,Marinduque Synoptic Station,479.7,29.1,85,17.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-07-01,2023,7,Region V,Camarines Norte,Camarines Norte Synoptic Station,288.1,26.3,74,31.7,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-07-01,2023,7,Region V,Camarines Sur,Camarines Sur Synoptic Station,429.0,29.5,75,27.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-07-01,2023,7,Region IV-A,Cavite,Cavite Synoptic Station,314.3,28.6,77,30.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-07-01,2023,7,Region IV-A,Laguna,Laguna Synoptic Station,320.1,29.8,80,19.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-07-01,2023,7,Region V,Albay,Albay Synoptic Station,315.5,29.4,72,23.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-08-01,2023,8,Region IV-A,Batangas,Batangas Synoptic Station,399.0,27.4,81,31.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-08-01,2023,8,Region IV-A,Quezon,Quezon Synoptic Station,460.5,28.0,80,29.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-08-01,2023,8,MIMAROPA,Marinduque,Marinduque Synoptic Station,410.6,29.3,88,23.7,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-08-01,2023,8,Region V,Camarines Norte,Camarines Norte Synoptic Station,441.2,30.3,75,21.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-08-01,2023,8,Region V,Camarines Sur,Camarines Sur Synoptic Station,478.1,27.7,77,24.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-08-01,2023,8,Region IV-A,Cavite,Cavite Synoptic Station,264.2,25.9,87,21.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-08-01,2023,8,Region IV-A,Laguna,Laguna Synoptic Station,398.4,26.1,82,29.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-08-01,2023,8,Region V,Albay,Albay Synoptic Station,314.2,30.2,77,15.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-09-01,2023,9,Region IV-A,Batangas,Batangas Synoptic Station,416.2,30.2,75,27.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-09-01,2023,9,Region IV-A,Quezon,Quezon Synoptic Station,340.7,30.5,75,26.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-09-01,2023,9,MIMAROPA,Marinduque,Marinduque Synoptic Station,265.5,29.7,87,28.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-09-01,2023,9,Region V,Camarines Norte,Camarines Norte Synoptic Station,361.2,30.7,71,22.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-09-01,2023,9,Region V,Camarines Sur,Camarines Sur Synoptic Station,352.0,28.3,80,16.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-09-01,2023,9,Region IV-A,Cavite,Cavite Synoptic Station,461.0,26.2,81,28.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-09-01,2023,9,Region IV-A,Laguna,Laguna Synoptic Station,341.2,25.8,85,23.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-09-01,2023,9,Region V,Albay,Albay Synoptic Station,290.0,29.1,79,23.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-10-01,2023,10,Region IV-A,Batangas,Batangas Synoptic Station,252.6,25.6,89,16.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-10-01,2023,10,Region IV-A,Quezon,Quezon Synoptic Station,400.3,26.3,90,24.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-10-01,2023,10,MIMAROPA,Marinduque,Marinduque Synoptic Station,378.3,26.0,83,28.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-10-01,2023,10,Region V,Camarines Norte,Camarines Norte Synoptic Station,498.3,25.7,75,27.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-10-01,2023,10,Region V,Camarines Sur,Camarines Sur Synoptic Station,419.9,28.8,70,22.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-10-01,2023,10,Region IV-A,Cavite,Cavite Synoptic Station,442.4,26.4,76,33.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-10-01,2023,10,Region IV-A,Laguna,Laguna Synoptic Station,433.0,29.2,77,30.5,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-10-01,2023,10,Region V,Albay,Albay Synoptic Station,361.2,27.2,85,31.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-11-01,2023,11,Region IV-A,Batangas,Batangas Synoptic Station,457.5,25.8,80,30.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-11-01,2023,11,Region IV-A,Quezon,Quezon Synoptic Station,325.3,28.2,84,29.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-11-01,2023,11,MIMAROPA,Marinduque,Marinduque Synoptic Station,491.8,27.3,89,35.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-11-01,2023,11,Region V,Camarines Norte,Camarines Norte Synoptic Station,397.9,28.3,76,27.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-11-01,2023,11,Region V,Camarines Sur,Camarines Sur Synoptic Station,495.5,25.8,77,34.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-11-01,2023,11,Region IV-A,Cavite,Cavite Synoptic Station,473.8,27.0,87,21.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-11-01,2023,11,Region IV-A,Laguna,Laguna Synoptic Station,416.3,25.5,72,30.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-11-01,2023,11,Region V,Albay,Albay Synoptic Station,386.8,27.0,77,34.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-12-01,2023,12,Region IV-A,Batangas,Batangas Synoptic Station,58.5,25.9,87,12.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-12-01,2023,12,Region IV-A,Quezon,Quezon Synoptic Station,64.6,30.2,79,7.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-12-01,2023,12,MIMAROPA,Marinduque,Marinduque Synoptic Station,60.8,30.3,70,5.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-12-01,2023,12,Region V,Camarines Norte,Camarines Norte Synoptic Station,66.8,27.5,76,12.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-12-01,2023,12,Region V,Camarines Sur,Camarines Sur Synoptic Station,20.9,29.6,79,9.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-12-01,2023,12,Region IV-A,Cavite,Cavite Synoptic Station,36.1,28.0,82,6.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-12-01,2023,12,Region IV-A,Laguna,Laguna Synoptic Station,69.6,28.6,81,8.7,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2023-12-01,2023,12,Region V,Albay,Albay Synoptic Station,98.7,30.6,78,9.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-01-01,2024,1,Region IV-A,Batangas,Batangas Synoptic Station,97.1,29.7,84,6.6,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-01-01,2024,1,Region IV-A,Quezon,Quezon Synoptic Station,76.0,30.8,78,6.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-01-01,2024,1,MIMAROPA,Marinduque,Marinduque Synoptic Station,21.6,29.0,81,6.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-01-01,2024,1,Region V,Camarines Norte,Camarines Norte Synoptic Station,51.8,26.0,71,9.6,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-01-01,2024,1,Region V,Camarines Sur,Camarines Sur Synoptic Station,76.6,27.8,81,10.7,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-01-01,2024,1,Region IV-A,Cavite,Cavite Synoptic Station,62.8,31.0,75,14.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-01-01,2024,1,Region IV-A,Laguna,Laguna Synoptic Station,49.5,29.9,85,6.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-01-01,2024,1,Region V,Albay,Albay Synoptic Station,64.5,29.4,79,7.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-02-01,2024,2,Region IV-A,Batangas,Batangas Synoptic Station,89.6,29.6,86,9.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-02-01,2024,2,Region IV-A,Quezon,Quezon Synoptic Station,60.5,27.7,75,8.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-02-01,2024,2,MIMAROPA,Marinduque,Marinduque Synoptic Station,52.3,26.7,77,9.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-02-01,2024,2,Region V,Camarines Norte,Camarines Norte Synoptic Station,65.7,25.8,72,9.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-02-01,2024,2,Region V,Camarines Sur,Camarines Sur Synoptic Station,58.6,30.6,82,9.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-02-01,2024,2,Region IV-A,Cavite,Cavite Synoptic Station,38.9,26.1,83,13.7,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2024-02-01,2024,2,Region IV-A,Laguna,Laguna Synoptic Station,37.9,29.1,72,11.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
